votes_dem,votes_gop,total_votes,per_dem,per_gop,diff,per_point_diff,state_abbr,county_name,combined_fips
1780.0,3376.0,5223.0,0.34080030633735403,0.6463718169634309,1596.0,0.3055715106260769,AL,Coosa County,1037
2379.0,13222.0,15818.0,0.15039828044000506,0.8358831710709318,10843.0,0.6854848906309268,AL,Covington County,1039
1663.0,4511.0,6252.0,0.2659948816378759,0.7215291106845809,2848.0,0.45553422904670504,AL,Crenshaw County,1041
3730.0,32734.0,37278.0,0.10005901604163313,0.878105048554107,29004.0,0.7780460325124738,AL,Cullman County,1043
4408.0,13798.0,18617.0,0.23677284202610518,0.7411505613149272,9390.0,0.504377719288822,AL,Dale County,1045
12826.0,5784.0,18730.0,0.6847837693539776,0.30880939668980245,7042.0,0.3759743726641751,AL,Dallas County,1047
3682.0,21779.0,26086.0,0.14114850877865523,0.8348922793835774,18097.0,0.6937437706049221,AL,DeKalb County,1049
8436.0,27619.0,36905.0,0.228586912342501,0.7483809781872375,19183.0,0.5197940658447364,AL,Elmore County,1051
4698.0,10282.0,15213.0,0.3088148294222047,0.6758693222901466,5584.0,0.36705449286794195,AL,Escambia County,1053
10350.0,32132.0,43474.0,0.23807333118645627,0.7391084326263974,21782.0,0.5010351014399411,AL,Etowah County,1055
1358.0,6705.0,8196.0,0.16569058077110785,0.818081991215227,5347.0,0.6523914104441191,AL,Fayette County,1057
2197.0,9466.0,11955.0,0.1837724801338352,0.7918025930572982,7269.0,0.608030112923463,AL,Franklin County,1059
1522.0,9967.0,11659.0,0.13054292820996655,0.8548760614117848,8445.0,0.7243331332018184,AL,Geneva County,1061
4006.0,838.0,4862.0,0.8239407651172357,0.17235705470999588,3168.0,0.6515837104072398,AL,Greene County,1063
4772.0,3172.0,8010.0,0.5957553058676655,0.39600499375780274,1600.0,0.19975031210986272,AL,Hale County,1065
2286.0,5623.0,8017.0,0.28514406885368593,0.7013845578146439,3337.0,0.416240488960958,AL,Henry County,1067
10547.0,30567.0,42030.0,0.250939804901261,0.727266238401142,20020.0,0.476326433499881,AL,Houston County,1069
3663.0,16643.0,20785.0,0.17623286023574694,0.8007216742843397,12980.0,0.6244888140485928,AL,Jackson County,1071
151581.0,130614.0,290111.0,0.5224931147043718,0.45022077756444945,20967.0,0.07227233713992232,AL,Jefferson County,1073
1035.0,5819.0,6931.0,0.14932910113980666,0.8395613908526908,4784.0,0.6902322897128841,AL,Lamar County,1075
9877.0,27735.0,38813.0,0.25447659289413344,0.7145801664390797,17858.0,0.4601035735449463,AL,Lauderdale County,1077
3611.0,10732.0,14623.0,0.24693975244477878,0.7339123298912672,7121.0,0.4869725774464884,AL,Lawrence County,1079
20987.0,34321.0,57668.0,0.3639280016647014,0.5951480890615246,13334.0,0.2312200873968232,AL,Lee County,1081
9340.0,28824.0,39400.0,0.23705583756345178,0.7315736040609137,19484.0,0.4945177664974619,AL,Limestone County,1083
4882.0,1751.0,6676.0,0.731276213301378,0.262282804074296,3131.0,0.46899340922708205,AL,Lowndes County,1085
7237.0,1394.0,8748.0,0.8272748056698674,0.15935070873342477,5843.0,0.6679240969364426,AL,Macon County,1087
62435.0,89199.0,159473.0,0.3915082803985628,0.5593360631580268,26764.0,0.16782778275946397,AL,Madison County,1089
5607.0,5224.0,10948.0,0.5121483375959079,0.47716477895506026,383.0,0.03498355864084768,AL,Marengo County,1091
1432.0,11273.0,12912.0,0.11090458488228006,0.8730638166047088,9841.0,0.7621592317224287,AL,Marion County,1093
4913.0,29217.0,34965.0,0.14051194051194052,0.8356070356070356,24304.0,0.6950950950950952,AL,Marshall County,1095
68429.0,91087.0,163387.0,0.41881545043363305,0.5574923341514318,22658.0,0.1386768837177988,AL,Mobile County,1097
4310.0,5771.0,10185.0,0.42317133038782523,0.5666175748649975,1461.0,0.1434462444771723,AL,Monroe County,1099
58669.0,33928.0,94572.0,0.6203633210675464,0.3587531193164996,24741.0,0.2616102017510468,AL,Montgomery County,1101
11216.0,37392.0,49991.0,0.22436038486927648,0.7479746354343781,26176.0,0.5236142505651017,AL,Morgan County,1103
3823.0,1403.0,5255.0,0.7274976213130352,0.26698382492863937,2420.0,0.4605137963843958,AL,Perry County,1105
3972.0,5454.0,9494.0,0.4183694965241205,0.574468085106383,1482.0,0.15609858858226255,AL,Pickens County,1107
5039.0,7681.0,13025.0,0.3868714011516315,0.5897120921305182,2642.0,0.20284069097888674,AL,Pike County,1109
2290.0,7697.0,10130.0,0.22606120434353405,0.759822309970385,5407.0,0.533761105626851,AL,Randolph County,1111
9577.0,9210.0,19136.0,0.5004703177257525,0.4812918060200669,367.0,0.019178511705685575,AL,Russell County,1113
22927.0,72846.0,99208.0,0.23110031449076687,0.7342754616563181,49919.0,0.5031751471655512,AL,Shelby County,1117
5550.0,31579.0,37937.0,0.1462951735772465,0.8324063579091652,26029.0,0.6861111843319186,AL,St. Clair County,1115
4739.0,1581.0,6391.0,0.7415115005476451,0.24737912689719918,3158.0,0.49413237365044593,AL,Sumter County,1119
12108.0,20596.0,33218.0,0.3645011740622554,0.6200252874947317,8488.0,0.25552411343247633,AL,Talladega County,1121
5271.0,12967.0,18504.0,0.2848573281452659,0.700767401642888,7696.0,0.4159100734976221,AL,Tallapoosa County,1123
31746.0,47701.0,81708.0,0.388529886914378,0.5837984040730406,15955.0,0.1952685171586626,AL,Tuscaloosa County,1125
4486.0,24208.0,29243.0,0.15340423349177582,0.8278220428820573,19722.0,0.6744178093902815,AL,Walker County,1127
2366.0,6031.0,8492.0,0.2786151672162035,0.7101978332548281,3665.0,0.4315826660386246,AL,Washington County,1129
4329.0,1737.0,6095.0,0.7102543068088597,0.28498769483182934,2592.0,0.42526661197703036,AL,Wilcox County,1131
871.0,9225.0,10255.0,0.08493417844953681,0.8995611896635788,8354.0,0.814627011214042,AL,Winston County,1133
1939.0,3825.0,6167.0,0.31441543700340524,0.620236743959786,1886.0,0.30582130695638077,AR,Arkansas County,5001
2408.0,5338.0,8027.0,0.29998754204559613,0.6650056060794818,2930.0,0.36501806403388565,AR,Ashley County,5003
4163.0,14655.0,19572.0,0.2127018189249949,0.7487737584304108,10492.0,0.5360719395054159,AR,Baxter County,5005
27894.0,60751.0,94262.0,0.2959198828796334,0.6444908871019075,32857.0,0.3485710042222741,AR,Benton County,5007
2925.0,12225.0,15912.0,0.18382352941176472,0.7682880844645551,9300.0,0.5844645550527904,AR,Boone County,5009
1317.0,2163.0,3617.0,0.3641139065523915,0.5980094000552945,846.0,0.23389549350290295,AR,Bradley County,5011
636.0,1554.0,2250.0,0.2826666666666667,0.6906666666666667,918.0,0.408,AR,Calhoun County,5013
3334.0,6773.0,10656.0,0.31287537537537535,0.6356043543543544,3439.0,0.322728978978979,AR,Carroll County,5015
2350.0,1716.0,4149.0,0.5664015425403712,0.4135936370209689,634.0,0.15280790551940232,AR,Chicot County,5017
3606.0,4398.0,8365.0,0.4310818888224746,0.5257621040047818,792.0,0.09468021518230724,AR,Clark County,5019
1999.0,3779.0,5978.0,0.33439277350284374,0.6321512211441954,1780.0,0.2977584476413517,AR,Clay County,5021
2101.0,9454.0,11968.0,0.17555147058823528,0.7899398395721925,7353.0,0.6143883689839572,AR,Cleburne County,5023
723.0,2460.0,3299.0,0.21915732040012126,0.7456805092452258,1737.0,0.5265231888451045,AR,Cleveland County,5025
3140.0,5456.0,8837.0,0.35532420504696166,0.6174040964128098,2316.0,0.26207989136584814,AR,Columbia County,5027
2655.0,4844.0,7837.0,0.33877759346688785,0.6180936582876101,2189.0,0.27931606482072224,AR,Conway County,5029
10474.0,22798.0,34968.0,0.2995309997712194,0.6519675131548844,12324.0,0.35243651338366505,AR,Craighead County,5031
4476.0,16655.0,22155.0,0.202031144211239,0.7517490408485669,12179.0,0.5497178966373278,AR,Crawford County,5033
8368.0,6953.0,15798.0,0.5296873021901507,0.4401190024053678,1415.0,0.08956829978478292,AR,Crittenden County,5035
1995.0,4577.0,6831.0,0.2920509442248573,0.67003367003367,2582.0,0.3779827258088127,AR,Cross County,5037
1165.0,1507.0,2741.0,0.4250273622765414,0.549799343305363,342.0,0.12477198102882153,AR,Dallas County,5039
2227.0,1915.0,4226.0,0.5269758637008992,0.45314718409843824,312.0,0.07382867960246098,AR,Desha County,5041
2364.0,3967.0,6552.0,0.3608058608058608,0.6054639804639804,1603.0,0.24465811965811962,AR,Drew County,5043
14525.0,29170.0,46364.0,0.3132818566128893,0.6291519282201709,14645.0,0.31587007160728153,AR,Faulkner County,5045
1376.0,5034.0,6698.0,0.20543445804717828,0.7515676321289937,3658.0,0.5461331740818154,AR,Franklin County,5047
1067.0,3470.0,4744.0,0.22491568296795952,0.7314502529510961,2403.0,0.5065345699831366,AR,Fulton County,5049
12283.0,26053.0,40337.0,0.3045095074001537,0.6458834320846866,13770.0,0.34137392468453287,AR,Garland County,5051
1407.0,5160.0,6855.0,0.20525164113785557,0.7527352297592997,3753.0,0.5474835886214442,AR,Grant County,5053
3056.0,10698.0,14422.0,0.21189848842046874,0.7417833864928581,7642.0,0.5298848980723894,AR,Greene County,5055
2371.0,4391.0,6984.0,0.33949026345933564,0.6287227949599083,2020.0,0.2892325315005727,AR,Hempstead County,5057
3137.0,8153.0,11815.0,0.2655099449851883,0.6900550148116801,5016.0,0.42454506982649176,AR,Hot Spring County,5059
1350.0,3155.0,4634.0,0.29132498921018557,0.6808372895986189,1805.0,0.3895123003884333,AR,Howard County,5061
2878.0,9925.0,13443.0,0.2140891170125716,0.7383024622480101,7047.0,0.5242133452354385,AR,Independence County,5063
1111.0,4042.0,5396.0,0.20589325426241661,0.7490733876945885,2931.0,0.543180133432172,AR,Izard County,5065
1583.0,3262.0,5093.0,0.3108187708619674,0.6404869428627528,1679.0,0.32966817200078535,AR,Jackson County,5067
15721.0,9231.0,25683.0,0.6121169645290659,0.35942062843125805,6490.0,0.2526963360978079,AR,Jefferson County,5069
2421.0,6072.0,8997.0,0.26908969656552184,0.6748916305435145,3651.0,0.4058019339779927,AR,Johnson County,5071
1028.0,1750.0,2835.0,0.36261022927689596,0.6172839506172839,722.0,0.25467372134038796,AR,Lafayette County,5073
1263.0,4064.0,5629.0,0.22437377864629596,0.7219754841001954,2801.0,0.4976017054538995,AR,Lawrence County,5075
1735.0,1229.0,3004.0,0.5775632490013316,0.409121171770972,506.0,0.1684420772303596,AR,Lee County,5077
1252.0,2455.0,3814.0,0.3282642894598846,0.6436811746198217,1203.0,0.31541688515993704,AR,Lincoln County,5079
1397.0,3604.0,5192.0,0.2690677966101695,0.6941448382126348,2207.0,0.42507704160246534,AR,Little River County,5081
1712.0,5737.0,7839.0,0.21839520346983032,0.7318535527490752,4025.0,0.5134583492792448,AR,Logan County,5083
5638.0,19902.0,26766.0,0.21064036464170963,0.7435552566689083,14264.0,0.5329148920271987,AR,Lonoke County,5085
1587.0,4917.0,6782.0,0.2340017693895606,0.7250073724565025,3330.0,0.49100560306694185,AR,Madison County,5087
1377.0,5077.0,6718.0,0.20497171777314677,0.7557308722834177,3700.0,0.550759154510271,AR,Marion County,5089
4273.0,11293.0,16015.0,0.26681236340930375,0.7051514205432408,7020.0,0.438339057133937,AR,Miller County,5091
5621.0,6988.0,12995.0,0.43255098114659485,0.537745286648711,1367.0,0.10519430550211617,AR,Mississippi County,5093
1298.0,1400.0,2766.0,0.4692697035430224,0.5061460592913956,102.0,0.03687635574837317,AR,Monroe County,5095
735.0,2573.0,3445.0,0.21335268505079827,0.7468795355587808,1838.0,0.5335268505079825,AR,Montgomery County,5097
1156.0,2001.0,3233.0,0.3575626353232292,0.6189297865759357,845.0,0.2613671512527065,AR,Nevada County,5099
699.0,2875.0,3731.0,0.18734923612972393,0.7705708925221121,2176.0,0.5832216563923882,AR,Newton County,5101
4320.0,5347.0,9881.0,0.4372027122760854,0.5411395607732011,1027.0,0.10393684849711571,AR,Ouachita County,5103
1035.0,2979.0,4213.0,0.24566816995015428,0.7070970804652267,1944.0,0.4614289105150724,AR,Perry County,5105
4292.0,2443.0,6894.0,0.622570351029881,0.35436611546272123,1849.0,0.2682042355671598,AR,Phillips County,5107
684.0,3150.0,3956.0,0.17290192113245703,0.7962588473205258,2466.0,0.6233569261880687,AR,Pike County,5109
1878.0,3149.0,5283.0,0.35547984099943214,0.5960628430815824,1271.0,0.24058300208215028,AR,Poinsett County,5111
1210.0,6606.0,8121.0,0.14899642901120552,0.8134466198743997,5396.0,0.6644501908631941,AR,Polk County,5113
4818.0,15694.0,21545.0,0.22362497099094916,0.7284288698073799,10876.0,0.5048038988164307,AR,Pope County,5115
812.0,2503.0,3404.0,0.23854289071680376,0.7353113983548766,1691.0,0.4967685076380728,AR,Prairie County,5117
89377.0,61182.0,157728.0,0.5666527186041793,0.38789561777236764,28195.0,0.17875710083181168,AR,Pulaski County,5119
1425.0,4508.0,6313.0,0.22572469507365753,0.7140820529067005,3083.0,0.4883573578330429,AR,Randolph County,5121
13247.0,35852.0,51971.0,0.2548921513921225,0.689846260414462,22605.0,0.43495410902233944,AR,Saline County,5125
507.0,2378.0,3017.0,0.16804772953264832,0.7882001988730527,1871.0,0.6201524693404044,AR,Scott County,5127
601.0,2955.0,3698.0,0.16252028123309897,0.7990805840995132,2354.0,0.6365603028664142,AR,Searcy County,5129
12184.0,28769.0,43557.0,0.27972541726932526,0.6604908510687145,16585.0,0.38076543379938926,AR,Sebastian County,5131
1075.0,3281.0,4517.0,0.23798981624972326,0.7263670577817135,2206.0,0.48837724153199025,AR,Sevier County,5133
1472.0,5405.0,7190.0,0.20472878998609179,0.7517385257301809,3933.0,0.5470097357440891,AR,Sharp County,5135
4031.0,3195.0,7412.0,0.5438478143550999,0.4310577441985969,836.0,0.112790070156503,AR,St. Francis County,5123
1189.0,4081.0,5527.0,0.2151257463361679,0.7383752487787226,2892.0,0.5232495024425547,AR,Stone County,5137
5667.0,10201.0,16338.0,0.34686008079324276,0.6243726282286693,4534.0,0.2775125474354266,AR,Union County,5139
1547.0,5382.0,7111.0,0.21755027422303475,0.7568555758683729,3835.0,0.5393053016453382,AR,Van Buren County,5141
32296.0,40418.0,78153.0,0.4132406945350786,0.51716504804678,8122.0,0.10392435351170137,AR,Washington County,5143
5157.0,21038.0,27451.0,0.1878620086699938,0.7663837382973298,15881.0,0.578521729627336,AR,White County,5145
1117.0,1344.0,2550.0,0.4380392156862745,0.5270588235294118,227.0,0.08901960784313728,AR,Woodruff County,5147
1472.0,4600.0,6389.0,0.23039599311316325,0.7199874784786352,3128.0,0.4895914853654719,AR,Yell County,5149
12196.0,5315.0,18659.0,0.6536255962270218,0.28484913446594134,6881.0,0.3687764617610804,AZ,Apache County,4001
15291.0,25036.0,43147.0,0.35439312119034927,0.5802489164947737,9745.0,0.22585579530442446,AZ,Cochise County,4003
25308.0,16573.0,44929.0,0.5632887444634869,0.36887088517438626,8735.0,0.1944178592891006,AZ,Coconino County,4005
6746.0,13672.0,21398.0,0.31526310870174784,0.6389382185250958,6926.0,0.32367510982334796,AZ,Gila County,4007
3301.0,8025.0,11939.0,0.2764888181589748,0.6721668481447357,4724.0,0.3956780299857609,AZ,Graham County,4009
1092.0,1892.0,3243.0,0.3367252543940796,0.5834104224483503,800.0,0.2466851680542707,AZ,Greenlee County,4011
1318.0,3381.0,4931.0,0.2672885824376394,0.685662137497465,2063.0,0.41837355505982554,AZ,La Paz County,4012
549040.0,590465.0,1201934.0,0.456797128627695,0.4912624154071688,41425.0,0.0344652867794738,AZ,Maricopa County,4013
16485.0,54656.0,74189.0,0.22220275242960547,0.736712989796331,38171.0,0.5145102373667256,AZ,Mohave County,4015
15362.0,18165.0,35409.0,0.43384450281002007,0.513005168177582,2803.0,0.07916066536756194,AZ,Navajo County,4017
195649.0,147019.0,360762.0,0.5423215305381387,0.4075235196611616,48630.0,0.13479801087697707,AZ,Pima County,4019
35737.0,53857.0,93805.0,0.3809711635840307,0.5741378391343746,18120.0,0.19316667555034384,AZ,Pinal County,4021
10684.0,3650.0,14926.0,0.7157979364866676,0.24453972933136808,7034.0,0.4712582071552995,AZ,Santa Cruz County,4023
29705.0,58862.0,92780.0,0.3201659840482863,0.6344255227419703,29157.0,0.314259538693684,AZ,Yavapai County,4025
18336.0,20586.0,40759.0,0.4498638337545082,0.5050663657106406,2250.0,0.05520253195613234,AZ,Yuma County,4027
486351.0,91189.0,613195.0,0.7931424750691053,0.14871125824574563,395162.0,0.6444312168233597,CA,Alameda County,6001
318.0,211.0,575.0,0.5530434782608695,0.36695652173913046,107.0,0.18608695652173907,CA,Alpine County,6003
5904.0,10239.0,17186.0,0.34353543581985335,0.595775631327825,4335.0,0.2522401955079716,CA,Amador County,6005
38676.0,42193.0,87847.0,0.4402654615410885,0.4803009778364657,3517.0,0.040035516295377216,CA,Butte County,6007
7738.0,13072.0,22334.0,0.3464672696337423,0.5852959613145876,5334.0,0.2388286916808453,CA,Calaveras County,6009
2659.0,3551.0,6594.0,0.4032453745829542,0.5385198665453442,892.0,0.13527449196239005,CA,Colusa County,6011
286658.0,105819.0,415972.0,0.6891281143923149,0.2543897185387478,180839.0,0.4347383958535671,CA,Contra Costa County,6013
3485.0,5134.0,9361.0,0.3722892853327636,0.5484456788804615,1649.0,0.17615639354769785,CA,Del Norte County,6015
35243.0,47633.0,89228.0,0.3949769130766127,0.5338346707311606,12390.0,0.13885775765454794,CA,El Dorado County,6017
123660.0,113949.0,250264.0,0.4941182111690055,0.4553151871623565,9711.0,0.03880302400664898,CA,Fresno County,6019
3065.0,5788.0,9379.0,0.326793901268792,0.6171233606994349,2723.0,0.29032945943064287,CA,Glenn County,6021
19596.0,10883.0,33636.0,0.5825900820549411,0.323552146509692,8713.0,0.2590379355452491,CA,Humboldt County,6023
28467.0,11295.0,41751.0,0.6818279801681397,0.2705324423367105,17172.0,0.41129553783142925,CA,Imperial County,6025
3155.0,4248.0,7996.0,0.39457228614307155,0.5312656328164082,1093.0,0.1366933466733366,CA,Inyo County,6027
86481.0,119164.0,217725.0,0.3972028935583879,0.547314272591572,32683.0,0.15011137903318406,CA,Kern County,6029
12902.0,17446.0,32250.0,0.400062015503876,0.5409612403100775,4544.0,0.14089922480620154,CA,Kings County,6031
6240.0,5752.0,13045.0,0.47834419317746263,0.44093522422384057,488.0,0.03740896895362206,CA,Lake County,6033
2224.0,7574.0,10422.0,0.2133947418921512,0.7267319132604106,5350.0,0.5133371713682594,CA,Lassen County,6035
1893770.0,620285.0,2652072.0,0.7140718653188903,0.23388693821283887,1273485.0,0.48018492710605143,CA,Los Angeles County,6037
13283.0,19221.0,34263.0,0.3876776697895689,0.5609841520007005,5938.0,0.1733064822111316,CA,Madera County,6039
86650.0,17531.0,109941.0,0.7881500077314196,0.15945825488216406,69119.0,0.6286917528492556,CA,Marin County,6041
3122.0,5185.0,8877.0,0.3516953925875859,0.5840937253576659,2063.0,0.23239833277007999,CA,Mariposa County,6043
6905.0,3571.0,11435.0,0.6038478355924792,0.31228683865325757,3334.0,0.29156099693922166,CA,Mendocino County,6045
21856.0,18486.0,42523.0,0.5139806692848576,0.43472944053806173,3370.0,0.07925122874679591,CA,Merced County,6047
798.0,2413.0,3359.0,0.23757070556713308,0.7183685620720452,1615.0,0.48079785650491214,CA,Modoc County,6049
2696.0,2080.0,5154.0,0.5230888630190144,0.40357004268529295,616.0,0.11951882033372141,CA,Mono County,6051
64733.0,26378.0,96676.0,0.6695870743514419,0.27284951797757456,38355.0,0.3967375563738674,CA,Monterey County,6053
26161.0,11946.0,40393.0,0.6476617235659644,0.29574431213329044,14215.0,0.35191741143267397,CA,Napa County,6055
16199.0,14686.0,33258.0,0.48707077996271575,0.44157796620362016,1513.0,0.045492813759095585,CA,Nevada County,6057
556544.0,472669.0,1092116.0,0.5096015441583128,0.4328010943892407,83875.0,0.07680044976907213,CA,Orange County,6059
61969.0,78977.0,150532.0,0.41166662237929474,0.5246525655674541,17008.0,0.11298594318815935,CA,Placer County,6061
3224.0,5079.0,8830.0,0.365118912797282,0.57519818799547,1855.0,0.21007927519818798,CA,Plumas County,6063
339145.0,309514.0,683612.0,0.49610744106305915,0.45276267824438426,29631.0,0.04334476281867489,CA,Riverside County,6065
273768.0,163024.0,467526.0,0.5855674336828326,0.348695045837023,110744.0,0.2368723878458096,CA,Sacramento County,6067
10050.0,6471.0,17572.0,0.5719326200773959,0.3682563168677441,3579.0,0.20367630320965174,CA,San Benito County,6069
312517.0,253962.0,598783.0,0.521920294998355,0.4241302775796908,58555.0,0.09779001741866422,CA,San Bernardino County,6071
567243.0,386807.0,1011651.0,0.5607101658575931,0.3823522143506011,180436.0,0.17835795150699202,CA,San Diego County,6073
312443.0,34493.0,365295.0,0.8553169356273697,0.09442505372370276,277950.0,0.7608918819036669,CA,San Francisco County,6075
89791.0,68316.0,166647.0,0.5388095795303846,0.40994437343606543,21475.0,0.12886520609431912,CA,San Joaquin County,6077
63001.0,52672.0,124575.0,0.5057274734095926,0.4228135661248244,10329.0,0.08291390728476816,CA,San Luis Obispo County,6079
219580.0,53731.0,287499.0,0.763759178292794,0.18689108483855596,165849.0,0.5768680934542381,CA,San Mateo County,6081
100120.0,53740.0,164224.0,0.6096551052221356,0.3272359703819174,46380.0,0.28241913484021824,CA,Santa Barbara County,6083
483472.0,137452.0,659148.0,0.7334801895780614,0.20852979907395608,346020.0,0.5249503905041053,CA,Santa Clara County,6085
85185.0,20158.0,113509.0,0.7504691257961924,0.1775894422468703,65027.0,0.5728796835493222,CA,Santa Cruz County,6087
20471.0,47587.0,72554.0,0.2821484687267415,0.6558838933759682,27116.0,0.3737354246492267,CA,Shasta County,6089
601.0,1048.0,1804.0,0.33314855875831484,0.5809312638580931,447.0,0.2477827050997783,CA,Sierra County,6091
7106.0,11212.0,19836.0,0.35823754789272033,0.5652349263964509,4106.0,0.20699737850373057,CA,Siskiyou County,6093
97159.0,49595.0,156067.0,0.6225467267263419,0.31778018415167847,47564.0,0.30476654257466346,CA,Solano County,6095
116027.0,37421.0,164060.0,0.7072229672071193,0.22809338047055955,78606.0,0.47912958673655975,CA,Sonoma County,6097
73939.0,72960.0,156141.0,0.4735399414631647,0.46726996752934846,979.0,0.006269973933816231,CA,Stanislaus County,6099
